contractid,planid,premium,premium_partc,premium_partd,year,county
H5216,280,32.4,0,32.4,2022,Liberty
H5216,282,0,0,0,2022,Liberty
H5216,286,0,NA,NA,2022,Liberty
H5422,11,0,0,0,2022,Liberty
H5422,13,30.5,0,30.5,2022,Liberty
H5422,14,0,NA,NA,2022,Liberty
H7728,5,59,2.1,56.9,2022,Liberty
H7728,6,0,0,0,2022,Liberty
R2604,1,49,0,49,2022,Liberty
R2604,5,0,NA,NA,2022,Liberty
R3392,1,0,NA,NA,2022,Liberty
R3392,2,103,47.2,55.8,2022,Liberty
H0111,1,0,0,0,2022,Lincoln
H0111,2,55,31.9,23.1,2022,Lincoln
H0111,3,85,63.7,21.3,2022,Lincoln
H0111,5,0,0,0,2022,Lincoln
H1112,34,0,NA,NA,2022,Lincoln
H1112,39,0,0,0,2022,Lincoln
H1112,42,0,0,0,2022,Lincoln
H1112,43,32.4,0,32.4,2022,Lincoln
H1924,1,NA,NA,NA,2022,Lincoln
H1924,4,NA,NA,NA,2022,Lincoln
H3288,24,0,0,0,2022,Lincoln
H3288,34,0,NA,NA,2022,Lincoln
H3288,37,32,12.1,19.9,2022,Lincoln
H4141,17,0,0,0,2022,Lincoln
H5141,46,0,0,0,2022,Lincoln
H5141,47,32.4,0,32.4,2022,Lincoln
H5216,142,20,0,20,2022,Lincoln
H5216,154,0,0,0,2022,Lincoln
H5216,157,0,NA,NA,2022,Lincoln
H5216,217,0,NA,NA,2022,Lincoln
H5216,280,32.4,0,32.4,2022,Lincoln
H5216,282,0,0,0,2022,Lincoln
H5216,286,0,NA,NA,2022,Lincoln
H5525,24,57,1.6,55.4,2022,Lincoln
H6528,6,0,0,0,2022,Lincoln
H8145,69,44,0,44,2022,Lincoln
R2604,1,49,0,49,2022,Lincoln
R2604,5,0,NA,NA,2022,Lincoln
R3392,1,0,NA,NA,2022,Lincoln
R3392,2,103,47.2,55.8,2022,Lincoln
H0111,1,0,0,0,2022,Long
H0111,2,55,31.9,23.1,2022,Long
H0111,3,85,63.7,21.3,2022,Long
H0111,5,0,0,0,2022,Long
H1112,34,0,NA,NA,2022,Long
H1112,39,0,0,0,2022,Long
H1112,42,0,0,0,2022,Long
H1112,43,32.4,0,32.4,2022,Long
H1924,1,NA,NA,NA,2022,Long
H1924,4,NA,NA,NA,2022,Long
H5141,46,0,0,0,2022,Long
H5141,47,32.4,0,32.4,2022,Long
H5216,154,0,0,0,2022,Long
H5216,157,0,NA,NA,2022,Long
H5216,217,0,NA,NA,2022,Long
H5216,282,0,0,0,2022,Long
H5216,284,32.4,0,32.4,2022,Long
H5216,286,0,NA,NA,2022,Long
H6528,6,0,0,0,2022,Long
R2604,1,49,0,49,2022,Long
R2604,5,0,NA,NA,2022,Long
R3392,1,0,NA,NA,2022,Long
R3392,2,103,47.2,55.8,2022,Long
H0111,1,0,0,0,2022,Lowndes
H0111,2,55,31.9,23.1,2022,Lowndes
H0111,3,85,63.7,21.3,2022,Lowndes
H0111,5,0,0,0,2022,Lowndes
H1112,34,0,NA,NA,2022,Lowndes
H1112,42,0,0,0,2022,Lowndes
H1112,43,32.4,0,32.4,2022,Lowndes
H1112,44,0,0,0,2022,Lowndes
H1924,1,NA,NA,NA,2022,Lowndes
H1924,4,NA,NA,NA,2022,Lowndes
H2944,114,0,0,0,2022,Lowndes
R2604,1,49,0,49,2022,Lowndes
R2604,5,0,NA,NA,2022,Lowndes
R3392,1,0,NA,NA,2022,Lowndes
R3392,2,103,47.2,55.8,2022,Lowndes
H0111,1,0,0,0,2022,Lumpkin
H0111,2,55,31.9,23.1,2022,Lumpkin
H0111,3,85,63.7,21.3,2022,Lumpkin
H0111,5,0,0,0,2022,Lumpkin
H0439,3,20,0,20,2022,Lumpkin
H0439,6,25,0,25,2022,Lumpkin
H0439,10,0,0,0,2022,Lumpkin
H1112,34,0,NA,NA,2022,Lumpkin
H1112,38,0,0,0,2022,Lumpkin
H1112,42,0,0,0,2022,Lumpkin
H1112,43,32.4,0,32.4,2022,Lumpkin
H1924,1,NA,NA,NA,2022,Lumpkin
H1924,4,NA,NA,NA,2022,Lumpkin
H3288,29,0,0,0,2022,Lumpkin
H3288,34,0,NA,NA,2022,Lumpkin
H3288,42,32,5,27,2022,Lumpkin
H5141,46,0,0,0,2022,Lumpkin
H5141,47,32.4,0,32.4,2022,Lumpkin
H5216,142,20,0,20,2022,Lumpkin
H5216,154,0,0,0,2022,Lumpkin
H5216,157,0,NA,NA,2022,Lumpkin
H5216,207,0,0,0,2022,Lumpkin
H5216,217,0,NA,NA,2022,Lumpkin
H5216,284,32.4,0,32.4,2022,Lumpkin
H5216,286,0,NA,NA,2022,Lumpkin
H6528,6,0,0,0,2022,Lumpkin
H6672,4,0,0,0,2022,Lumpkin
H6672,5,19,0,19,2022,Lumpkin
H7849,22,0,0,0,2022,Lumpkin
H8748,8,0,0,0,2022,Lumpkin
H8748,9,49,8,41,2022,Lumpkin
H9589,3,0,0,0,2022,Lumpkin
R2604,1,49,0,49,2022,Lumpkin
R2604,5,0,NA,NA,2022,Lumpkin
R3392,1,0,NA,NA,2022,Lumpkin
R3392,2,103,47.2,55.8,2022,Lumpkin
H0111,1,0,0,0,2022,Macon
H0111,2,55,31.9,23.1,2022,Macon
H0111,3,85,63.7,21.3,2022,Macon
H0111,5,0,0,0,2022,Macon
H1112,34,0,NA,NA,2022,Macon
H1112,42,0,0,0,2022,Macon
H1112,43,32.4,0,32.4,2022,Macon
H1112,44,0,0,0,2022,Macon
H1924,1,NA,NA,NA,2022,Macon
H1924,4,NA,NA,NA,2022,Macon
H3288,27,0,0,0,2022,Macon
H3288,34,0,NA,NA,2022,Macon
H3288,40,32,2.2,29.8,2022,Macon
H4141,17,0,0,0,2022,Macon
H5141,46,0,0,0,2022,Macon
H5141,47,32.4,0,32.4,2022,Macon
H5216,154,0,0,0,2022,Macon
H5216,157,0,NA,NA,2022,Macon
H5216,207,0,0,0,2022,Macon
H5216,217,0,NA,NA,2022,Macon
H5216,284,32.4,0,32.4,2022,Macon
H5216,286,0,NA,NA,2022,Macon
H5422,11,0,0,0,2022,Macon
H5422,13,30.5,0,30.5,2022,Macon
H5422,14,0,NA,NA,2022,Macon
H5525,24,57,1.6,55.4,2022,Macon
H6528,6,0,0,0,2022,Macon
H6672,4,0,0,0,2022,Macon
H6672,5,19,0,19,2022,Macon
H7728,5,59,2.1,56.9,2022,Macon
H7728,6,0,0,0,2022,Macon
H8748,8,0,0,0,2022,Macon
H8748,9,49,8,41,2022,Macon
H9589,3,0,0,0,2022,Macon
R2604,1,49,0,49,2022,Macon
R2604,5,0,NA,NA,2022,Macon
R3392,1,0,NA,NA,2022,Macon
R3392,2,103,47.2,55.8,2022,Macon
H0111,1,0,0,0,2022,Madison
H0111,2,55,31.9,23.1,2022,Madison
H0111,3,85,63.7,21.3,2022,Madison
H0111,5,0,0,0,2022,Madison
H0439,3,0,0,0,2022,Madison
H0439,6,25,0,25,2022,Madison
H0439,9,0,0,0,2022,Madison
H1112,34,0,NA,NA,2022,Madison
H1112,38,0,0,0,2022,Madison
H1112,42,0,0,0,2022,Madison
H1112,43,32.4,0,32.4,2022,Madison
H1924,1,NA,NA,NA,2022,Madison
H1924,4,NA,NA,NA,2022,Madison
H3288,28,0,0,0,2022,Madison
H3288,34,0,NA,NA,2022,Madison
H3288,41,32,11.6,20.4,2022,Madison
H4141,17,0,0,0,2022,Madison
H5141,46,0,0,0,2022,Madison
H5141,47,32.4,0,32.4,2022,Madison
H5216,142,20,0,20,2022,Madison
H5216,154,0,0,0,2022,Madison
H5216,157,0,NA,NA,2022,Madison
H5216,203,0,0,0,2022,Madison
H5216,217,0,NA,NA,2022,Madison
H5216,280,32.4,0,32.4,2022,Madison
H5216,286,0,NA,NA,2022,Madison
H6528,6,0,0,0,2022,Madison
H6672,4,0,0,0,2022,Madison
H6672,5,19,0,19,2022,Madison
H7849,21,0,0,0,2022,Madison
H9589,3,0,0,0,2022,Madison
R2604,1,49,0,49,2022,Madison
R2604,5,0,NA,NA,2022,Madison
R3392,1,0,NA,NA,2022,Madison
R3392,2,103,47.2,55.8,2022,Madison
H0111,1,0,0,0,2022,Marion
H0111,2,55,31.9,23.1,2022,Marion
H0111,3,85,63.7,21.3,2022,Marion
H0111,5,0,0,0,2022,Marion
H1112,34,0,NA,NA,2022,Marion
H1112,39,0,0,0,2022,Marion
H1112,42,0,0,0,2022,Marion
H1112,43,32.4,0,32.4,2022,Marion
H1924,1,NA,NA,NA,2022,Marion
H1924,4,NA,NA,NA,2022,Marion
H3288,26,0,0,0,2022,Marion
H3288,34,0,NA,NA,2022,Marion
H3288,39,32,0,32,2022,Marion
H4141,17,0,0,0,2022,Marion
H5141,46,0,0,0,2022,Marion
H5141,47,32.4,0,32.4,2022,Marion
H5216,142,20,0,20,2022,Marion
H5216,154,0,0,0,2022,Marion
H5216,157,0,NA,NA,2022,Marion
H5216,203,0,0,0,2022,Marion
H5216,217,0,NA,NA,2022,Marion
H5216,280,32.4,0,32.4,2022,Marion
H5216,286,0,NA,NA,2022,Marion
H5422,11,0,0,0,2022,Marion
H5422,13,30.5,0,30.5,2022,Marion
H5422,14,0,NA,NA,2022,Marion
H6528,6,0,0,0,2022,Marion
H7728,5,59,2.1,56.9,2022,Marion
H7728,6,0,0,0,2022,Marion
R2604,1,49,0,49,2022,Marion
R2604,5,0,NA,NA,2022,Marion
R3392,1,0,NA,NA,2022,Marion
R3392,2,103,47.2,55.8,2022,Marion
H0111,1,0,0,0,2022,McDuffie
H0111,2,55,31.9,23.1,2022,McDuffie
H0111,3,85,63.7,21.3,2022,McDuffie
H0111,5,0,0,0,2022,McDuffie
H1112,34,0,NA,NA,2022,McDuffie
H1112,39,0,0,0,2022,McDuffie
H1112,42,0,0,0,2022,McDuffie
H1112,43,32.4,0,32.4,2022,McDuffie
H1924,1,NA,NA,NA,2022,McDuffie
H1924,4,NA,NA,NA,2022,McDuffie
H3288,24,0,0,0,2022,McDuffie
H3288,34,0,NA,NA,2022,McDuffie
H3288,37,32,12.1,19.9,2022,McDuffie
H4141,17,0,0,0,2022,McDuffie
H5141,46,0,0,0,2022,McDuffie
H5141,47,32.4,0,32.4,2022,McDuffie
H5216,142,20,0,20,2022,McDuffie
H5216,154,0,0,0,2022,McDuffie
H5216,157,0,NA,NA,2022,McDuffie
H5216,217,0,NA,NA,2022,McDuffie
H5216,280,32.4,0,32.4,2022,McDuffie
H5216,282,0,0,0,2022,McDuffie
H5216,286,0,NA,NA,2022,McDuffie
H5422,8,38,17.5,20.5,2022,McDuffie
H5422,11,0,0,0,2022,McDuffie
H5422,13,30.5,0,30.5,2022,McDuffie
H5422,14,0,NA,NA,2022,McDuffie
H6528,6,0,0,0,2022,McDuffie
H7728,5,59,2.1,56.9,2022,McDuffie
H7728,6,0,0,0,2022,McDuffie
R2604,1,49,0,49,2022,McDuffie
R2604,5,0,NA,NA,2022,McDuffie
R3392,1,0,NA,NA,2022,McDuffie
R3392,2,103,47.2,55.8,2022,McDuffie
H0111,1,0,0,0,2022,McIntosh
H0111,2,55,31.9,23.1,2022,McIntosh
H0111,3,85,63.7,21.3,2022,McIntosh
H0111,5,0,0,0,2022,McIntosh
H1112,34,0,NA,NA,2022,McIntosh
H1112,39,0,0,0,2022,McIntosh
H1112,42,0,0,0,2022,McIntosh
H1112,43,32.4,0,32.4,2022,McIntosh
H1608,28,49,12.4,36.6,2022,McIntosh
H1924,1,NA,NA,NA,2022,McIntosh
H1924,4,NA,NA,NA,2022,McIntosh
H3288,30,0,0,0,2022,McIntosh
H3288,34,0,NA,NA,2022,McIntosh
H3288,43,32,0.1,31.9,2022,McIntosh
H5141,46,0,0,0,2022,McIntosh
H5141,47,32.4,0,32.4,2022,McIntosh
H5216,142,20,0,20,2022,McIntosh
H5216,154,0,0,0,2022,McIntosh
H5216,157,0,NA,NA,2022,McIntosh
H5216,217,0,NA,NA,2022,McIntosh
H5216,282,0,0,0,2022,McIntosh
H5216,284,32.4,0,32.4,2022,McIntosh
H5216,286,0,NA,NA,2022,McIntosh
H5422,14,0,NA,NA,2022,McIntosh
H6528,6,0,0,0,2022,McIntosh
H6672,4,0,0,0,2022,McIntosh
H6672,5,19,0,19,2022,McIntosh
H7728,5,59,2.1,56.9,2022,McIntosh
H7728,6,0,0,0,2022,McIntosh
H9589,3,0,0,0,2022,McIntosh
R2604,1,49,0,49,2022,McIntosh
R2604,5,0,NA,NA,2022,McIntosh
R3392,1,0,NA,NA,2022,McIntosh
R3392,2,103,47.2,55.8,2022,McIntosh
H0111,1,0,0,0,2022,Meriwether
H0111,2,55,31.9,23.1,2022,Meriwether
H0111,3,85,63.7,21.3,2022,Meriwether
H0111,5,0,0,0,2022,Meriwether
H1112,34,0,NA,NA,2022,Meriwether
H1112,39,0,0,0,2022,Meriwether
H1112,42,0,0,0,2022,Meriwether
H1112,43,32.4,0,32.4,2022,Meriwether
H1924,1,NA,NA,NA,2022,Meriwether
H1924,4,NA,NA,NA,2022,Meriwether
H3288,26,0,0,0,2022,Meriwether
H3288,34,0,NA,NA,2022,Meriwether
H3288,39,32,0,32,2022,Meriwether
H4141,17,0,0,0,2022,Meriwether
H5141,46,0,0,0,2022,Meriwether
H5141,47,32.4,0,32.4,2022,Meriwether
H5216,73,44,0,44,2022,Meriwether
H5216,154,0,0,0,2022,Meriwether
H5216,157,0,NA,NA,2022,Meriwether
H5216,203,0,0,0,2022,Meriwether
H5216,217,0,NA,NA,2022,Meriwether
H5216,280,32.4,0,32.4,2022,Meriwether
H5216,286,0,NA,NA,2022,Meriwether
H5422,11,0,0,0,2022,Meriwether
H5422,13,30.5,0,30.5,2022,Meriwether
H5422,14,0,NA,NA,2022,Meriwether
H6528,6,0,0,0,2022,Meriwether
H6672,4,0,0,0,2022,Meriwether
H6672,5,19,0,19,2022,Meriwether
H7728,5,59,2.1,56.9,2022,Meriwether
H7728,6,0,0,0,2022,Meriwether
H9589,3,0,0,0,2022,Meriwether
R2604,1,49,0,49,2022,Meriwether
R2604,5,0,NA,NA,2022,Meriwether
R3392,1,0,NA,NA,2022,Meriwether
R3392,2,103,47.2,55.8,2022,Meriwether
H1924,1,NA,NA,NA,2022,Miller
H1924,4,NA,NA,NA,2022,Miller
H5141,46,0,0,0,2022,Miller
H5141,47,32.4,0,32.4,2022,Miller
H5216,154,0,0,0,2022,Miller
H5216,157,0,NA,NA,2022,Miller
H5216,207,0,0,0,2022,Miller
H5216,217,0,NA,NA,2022,Miller
H5216,284,32.4,0,32.4,2022,Miller
H5216,286,0,NA,NA,2022,Miller
H6528,6,0,0,0,2022,Miller
R2604,1,49,0,49,2022,Miller
R2604,5,0,NA,NA,2022,Miller
R3392,1,0,NA,NA,2022,Miller
R3392,2,103,47.2,55.8,2022,Miller
H0111,1,0,0,0,2022,Mitchell
H0111,2,55,31.9,23.1,2022,Mitchell
H0111,3,85,63.7,21.3,2022,Mitchell
H0111,5,0,0,0,2022,Mitchell
H1112,34,0,NA,NA,2022,Mitchell
H1112,42,0,0,0,2022,Mitchell
H1112,43,32.4,0,32.4,2022,Mitchell
H1112,44,0,0,0,2022,Mitchell
H1924,1,NA,NA,NA,2022,Mitchell
H1924,4,NA,NA,NA,2022,Mitchell
H5141,46,0,0,0,2022,Mitchell
H5141,47,32.4,0,32.4,2022,Mitchell
H5216,154,0,0,0,2022,Mitchell
H5216,157,0,NA,NA,2022,Mitchell
H5216,207,0,0,0,2022,Mitchell
H5216,217,0,NA,NA,2022,Mitchell
H5216,284,32.4,0,32.4,2022,Mitchell
H5216,286,0,NA,NA,2022,Mitchell
H6528,6,0,0,0,2022,Mitchell
R2604,1,49,0,49,2022,Mitchell
R2604,5,0,NA,NA,2022,Mitchell
R3392,1,0,NA,NA,2022,Mitchell
R3392,2,103,47.2,55.8,2022,Mitchell
H0111,1,0,0,0,2022,Monroe
H0111,2,55,31.9,23.1,2022,Monroe
H0111,3,85,63.7,21.3,2022,Monroe
H0111,5,0,0,0,2022,Monroe
H1112,34,0,NA,NA,2022,Monroe
H1112,42,0,0,0,2022,Monroe
H1112,43,32.4,0,32.4,2022,Monroe
H1112,44,0,0,0,2022,Monroe
H1924,1,NA,NA,NA,2022,Monroe
H1924,4,NA,NA,NA,2022,Monroe
H3288,27,0,0,0,2022,Monroe
H3288,34,0,NA,NA,2022,Monroe
H3288,40,32,2.2,29.8,2022,Monroe
H4141,17,0,0,0,2022,Monroe
H5141,46,0,0,0,2022,Monroe
H5141,47,32.4,0,32.4,2022,Monroe
H5216,154,0,0,0,2022,Monroe
H5216,157,0,NA,NA,2022,Monroe
H5216,203,0,0,0,2022,Monroe
H5216,217,0,NA,NA,2022,Monroe
H5216,284,32.4,0,32.4,2022,Monroe
H5216,286,0,NA,NA,2022,Monroe
H5422,11,0,0,0,2022,Monroe
H5422,13,30.5,0,30.5,2022,Monroe
H5422,14,0,NA,NA,2022,Monroe
H5525,24,57,1.6,55.4,2022,Monroe
H6528,6,0,0,0,2022,Monroe
H6672,4,0,0,0,2022,Monroe
H6672,5,19,0,19,2022,Monroe
H7728,5,59,2.1,56.9,2022,Monroe
H7728,6,0,0,0,2022,Monroe
H9589,3,0,0,0,2022,Monroe
R2604,1,49,0,49,2022,Monroe
R2604,5,0,NA,NA,2022,Monroe
R3392,1,0,NA,NA,2022,Monroe
R3392,2,103,47.2,55.8,2022,Monroe
H0111,1,0,0,0,2022,Montgomery
H0111,2,55,31.9,23.1,2022,Montgomery
H0111,3,85,63.7,21.3,2022,Montgomery
H0111,5,0,0,0,2022,Montgomery
H1112,34,0,NA,NA,2022,Montgomery
H1112,42,0,0,0,2022,Montgomery
H1112,43,32.4,0,32.4,2022,Montgomery
H1112,44,0,0,0,2022,Montgomery
H1924,1,NA,NA,NA,2022,Montgomery
H1924,4,NA,NA,NA,2022,Montgomery
H5141,46,0,0,0,2022,Montgomery
H5141,47,32.4,0,32.4,2022,Montgomery
H5216,154,0,0,0,2022,Montgomery
H5216,157,0,NA,NA,2022,Montgomery
H5216,207,0,0,0,2022,Montgomery
H5216,217,0,NA,NA,2022,Montgomery
H5216,284,32.4,0,32.4,2022,Montgomery
H5216,286,0,NA,NA,2022,Montgomery
H5525,24,57,1.6,55.4,2022,Montgomery
H6528,6,0,0,0,2022,Montgomery
H8748,8,0,0,0,2022,Montgomery
H8748,9,49,8,41,2022,Montgomery
R2604,1,49,0,49,2022,Montgomery
R2604,5,0,NA,NA,2022,Montgomery
R3392,1,0,NA,NA,2022,Montgomery
R3392,2,103,47.2,55.8,2022,Montgomery
H0111,1,0,0,0,2022,Morgan
H0111,2,55,31.9,23.1,2022,Morgan
H0111,3,85,63.7,21.3,2022,Morgan
H0111,5,0,0,0,2022,Morgan
H0439,3,0,0,0,2022,Morgan
H0439,6,25,0,25,2022,Morgan
H0439,9,0,0,0,2022,Morgan
H1112,34,0,NA,NA,2022,Morgan
H1112,38,0,0,0,2022,Morgan
H1112,42,0,0,0,2022,Morgan
H1112,43,32.4,0,32.4,2022,Morgan
H1924,1,NA,NA,NA,2022,Morgan
H1924,4,NA,NA,NA,2022,Morgan
H3288,28,0,0,0,2022,Morgan
H3288,34,0,NA,NA,2022,Morgan
H3288,41,32,11.6,20.4,2022,Morgan
H4141,17,0,0,0,2022,Morgan
H5141,46,0,0,0,2022,Morgan
H5141,47,32.4,0,32.4,2022,Morgan
H5216,142,20,0,20,2022,Morgan
H5216,154,0,0,0,2022,Morgan
H5216,157,0,NA,NA,2022,Morgan
H5216,207,0,0,0,2022,Morgan
H5216,217,0,NA,NA,2022,Morgan
H5216,284,32.4,0,32.4,2022,Morgan
H5216,286,0,NA,NA,2022,Morgan
H6528,6,0,0,0,2022,Morgan
H6672,4,0,0,0,2022,Morgan
H6672,5,19,0,19,2022,Morgan
H7173,2,0,0,0,2022,Morgan
H7849,21,0,0,0,2022,Morgan
H8145,69,44,0,44,2022,Morgan
H9589,3,0,0,0,2022,Morgan
R2604,1,49,0,49,2022,Morgan
R2604,5,0,NA,NA,2022,Morgan
R3392,1,0,NA,NA,2022,Morgan
R3392,2,103,47.2,55.8,2022,Morgan
H0111,1,0,0,0,2022,Murray
H0111,2,55,31.9,23.1,2022,Murray
H0111,3,85,63.7,21.3,2022,Murray
H0111,5,0,0,0,2022,Murray
H1112,34,0,NA,NA,2022,Murray
H1112,38,0,0,0,2022,Murray
H1112,42,0,0,0,2022,Murray
H1112,43,32.4,0,32.4,2022,Murray
H1924,1,NA,NA,NA,2022,Murray
H1924,4,NA,NA,NA,2022,Murray
H3288,29,0,0,0,2022,Murray
H3288,34,0,NA,NA,2022,Murray
H3288,42,32,5,27,2022,Murray
H5141,46,0,0,0,2022,Murray
H5141,47,32.4,0,32.4,2022,Murray
H5216,154,0,0,0,2022,Murray
H5216,157,0,NA,NA,2022,Murray
H5216,203,0,0,0,2022,Murray
H5216,207,0,0,0,2022,Murray
H5216,217,0,NA,NA,2022,Murray
H5216,284,32.4,0,32.4,2022,Murray
H5216,286,0,NA,NA,2022,Murray
H6528,6,0,0,0,2022,Murray
R2604,1,49,0,49,2022,Murray
R2604,5,0,NA,NA,2022,Murray
R3392,1,0,NA,NA,2022,Murray
R3392,2,103,47.2,55.8,2022,Murray
H0111,1,0,0,0,2022,Muscogee
H0111,2,55,31.9,23.1,2022,Muscogee
H0111,3,85,63.7,21.3,2022,Muscogee
H0111,5,0,0,0,2022,Muscogee
H1111,11,0,0,0,2022,Muscogee
H1112,34,0,NA,NA,2022,Muscogee
H1112,39,0,0,0,2022,Muscogee
H1112,42,0,0,0,2022,Muscogee
H1112,43,32.4,0,32.4,2022,Muscogee
H1924,1,NA,NA,NA,2022,Muscogee
H1924,4,NA,NA,NA,2022,Muscogee
H3288,26,0,0,0,2022,Muscogee
H3288,34,0,NA,NA,2022,Muscogee
H3288,39,32,0,32,2022,Muscogee
H4141,17,0,0,0,2022,Muscogee
H5141,46,0,0,0,2022,Muscogee
H5141,47,32.4,0,32.4,2022,Muscogee
H5216,142,20,0,20,2022,Muscogee
H5216,154,0,0,0,2022,Muscogee
H5216,157,0,NA,NA,2022,Muscogee
H5216,203,0,0,0,2022,Muscogee
H5216,217,0,NA,NA,2022,Muscogee
H5216,280,32.4,0,32.4,2022,Muscogee
H5216,286,0,NA,NA,2022,Muscogee
H5422,8,38,17.5,20.5,2022,Muscogee
H5422,11,0,0,0,2022,Muscogee
H5422,13,30.5,0,30.5,2022,Muscogee
H5422,14,0,NA,NA,2022,Muscogee
H6528,6,0,0,0,2022,Muscogee
H7173,2,0,0,0,2022,Muscogee
H7173,7,0,0,0,2022,Muscogee
H7728,5,59,2.1,56.9,2022,Muscogee
H7728,6,0,0,0,2022,Muscogee
H8145,69,44,0,44,2022,Muscogee
R2604,1,49,0,49,2022,Muscogee
R2604,5,0,NA,NA,2022,Muscogee
R3392,1,0,NA,NA,2022,Muscogee
R3392,2,103,47.2,55.8,2022,Muscogee
H0111,1,0,0,0,2022,Newton
H0111,2,55,31.9,23.1,2022,Newton
H0111,3,85,63.7,21.3,2022,Newton
H0111,5,0,0,0,2022,Newton
H0439,3,0,0,0,2022,Newton
H0439,6,25,0,25,2022,Newton
H0439,7,0,0,0,2022,Newton
H1112,34,0,NA,NA,2022,Newton
H1112,38,0,0,0,2022,Newton
H1112,42,0,0,0,2022,Newton
H1112,43,32.4,0,32.4,2022,Newton
H1170,10,20,0,20,2022,Newton
H1170,12,0,0,0,2022,Newton
H1608,28,49,12.4,36.6,2022,Newton
H1924,1,NA,NA,NA,2022,Newton
H1924,4,NA,NA,NA,2022,Newton
H3288,34,0,NA,NA,2022,Newton
H3288,45,0,0,0,2022,Newton
H4141,17,0,0,0,2022,Newton
H5141,46,0,0,0,2022,Newton
H5141,47,32.4,0,32.4,2022,Newton
H5216,73,44,0,44,2022,Newton
H5216,154,0,0,0,2022,Newton
H5216,157,0,NA,NA,2022,Newton
H5216,203,0,0,0,2022,Newton
H5216,217,0,NA,NA,2022,Newton
H5216,280,32.4,0,32.4,2022,Newton
H5216,286,0,NA,NA,2022,Newton
H5422,11,0,0,0,2022,Newton
H5422,13,30.5,0,30.5,2022,Newton
H5422,14,0,NA,NA,2022,Newton
H5422,17,0,0,0,2022,Newton
H5521,91,0,0,0,2022,Newton
H5521,328,0,0,0,2022,Newton
H6528,6,0,0,0,2022,Newton
H6672,4,0,0,0,2022,Newton
H6672,5,19,0,19,2022,Newton
H7728,5,59,2.1,56.9,2022,Newton
H7728,6,0,0,0,2022,Newton
H7728,12,0,0,0,2022,Newton
H7849,3,0,0,0,2022,Newton
H8748,8,0,0,0,2022,Newton
H8748,9,49,8,41,2022,Newton
H9589,3,0,0,0,2022,Newton
R2604,1,49,0,49,2022,Newton
R2604,5,0,NA,NA,2022,Newton
R3392,1,0,NA,NA,2022,Newton
R3392,2,103,47.2,55.8,2022,Newton
H0111,1,0,0,0,2022,Oconee
H0111,2,55,31.9,23.1,2022,Oconee
H0111,3,85,63.7,21.3,2022,Oconee
H0111,5,0,0,0,2022,Oconee
H0439,3,0,0,0,2022,Oconee
H0439,6,25,0,25,2022,Oconee
H0439,9,0,0,0,2022,Oconee
H1112,34,0,NA,NA,2022,Oconee
H1112,38,0,0,0,2022,Oconee
H1112,42,0,0,0,2022,Oconee
H1112,43,32.4,0,32.4,2022,Oconee
H1924,1,NA,NA,NA,2022,Oconee
H1924,4,NA,NA,NA,2022,Oconee
H3288,28,0,0,0,2022,Oconee
H3288,34,0,NA,NA,2022,Oconee
H3288,41,32,11.6,20.4,2022,Oconee
H4141,17,0,0,0,2022,Oconee
H5141,46,0,0,0,2022,Oconee
H5141,47,32.4,0,32.4,2022,Oconee
H5216,142,20,0,20,2022,Oconee
H5216,154,0,0,0,2022,Oconee
H5216,157,0,NA,NA,2022,Oconee
H5216,203,0,0,0,2022,Oconee
H5216,217,0,NA,NA,2022,Oconee
H5216,280,32.4,0,32.4,2022,Oconee
H5216,286,0,NA,NA,2022,Oconee
H6528,6,0,0,0,2022,Oconee
H6672,4,0,0,0,2022,Oconee
H6672,5,19,0,19,2022,Oconee
H7173,2,0,0,0,2022,Oconee
H7849,21,0,0,0,2022,Oconee
H8748,8,0,0,0,2022,Oconee
H8748,9,49,8,41,2022,Oconee
H9589,3,0,0,0,2022,Oconee
R2604,1,49,0,49,2022,Oconee
R2604,5,0,NA,NA,2022,Oconee
R3392,1,0,NA,NA,2022,Oconee
R3392,2,103,47.2,55.8,2022,Oconee
H0111,1,0,0,0,2022,Oglethorpe
H0111,2,55,31.9,23.1,2022,Oglethorpe
H0111,3,85,63.7,21.3,2022,Oglethorpe
H0111,5,0,0,0,2022,Oglethorpe
H0439,3,0,0,0,2022,Oglethorpe
H0439,6,25,0,25,2022,Oglethorpe
H0439,9,0,0,0,2022,Oglethorpe
H1112,34,0,NA,NA,2022,Oglethorpe
H1112,38,0,0,0,2022,Oglethorpe
H1112,42,0,0,0,2022,Oglethorpe
H1112,43,32.4,0,32.4,2022,Oglethorpe
H1924,1,NA,NA,NA,2022,Oglethorpe
H1924,4,NA,NA,NA,2022,Oglethorpe
H3288,28,0,0,0,2022,Oglethorpe
H3288,34,0,NA,NA,2022,Oglethorpe
H3288,41,32,11.6,20.4,2022,Oglethorpe
H4141,17,0,0,0,2022,Oglethorpe
H5141,46,0,0,0,2022,Oglethorpe
H5141,47,32.4,0,32.4,2022,Oglethorpe
H5216,142,20,0,20,2022,Oglethorpe
