contractid,planid,premium,premium_partc,premium_partd,year,county
H5422,8,38,17.5,20.5,2022,Rabun
H5422,11,0,0,0,2022,Rabun
H5422,13,30.5,0,30.5,2022,Rabun
H5422,14,0,NA,NA,2022,Rabun
H6528,6,0,0,0,2022,Rabun
H6672,4,0,0,0,2022,Rabun
H6672,5,19,0,19,2022,Rabun
H7728,5,59,2.1,56.9,2022,Rabun
H7728,6,0,0,0,2022,Rabun
H9589,3,0,0,0,2022,Rabun
R2604,1,49,0,49,2022,Rabun
R2604,5,0,NA,NA,2022,Rabun
R3392,1,0,NA,NA,2022,Rabun
R3392,2,103,47.2,55.8,2022,Rabun
H1924,1,NA,NA,NA,2022,Randolph
H1924,4,NA,NA,NA,2022,Randolph
H3288,26,0,0,0,2022,Randolph
H3288,34,0,NA,NA,2022,Randolph
H3288,39,32,0,32,2022,Randolph
H5141,46,0,0,0,2022,Randolph
H5141,47,32.4,0,32.4,2022,Randolph
H5216,142,20,0,20,2022,Randolph
H5216,154,0,0,0,2022,Randolph
H5216,157,0,NA,NA,2022,Randolph
H5216,207,0,0,0,2022,Randolph
H5216,217,0,NA,NA,2022,Randolph
H5216,284,32.4,0,32.4,2022,Randolph
H5216,286,0,NA,NA,2022,Randolph
H6528,6,0,0,0,2022,Randolph
R2604,1,49,0,49,2022,Randolph
R2604,5,0,NA,NA,2022,Randolph
R3392,1,0,NA,NA,2022,Randolph
R3392,2,103,47.2,55.8,2022,Randolph
H0111,1,0,0,0,2022,Richmond
H0111,2,55,31.9,23.1,2022,Richmond
H0111,3,85,63.7,21.3,2022,Richmond
H0111,5,0,0,0,2022,Richmond
H1111,11,0,0,0,2022,Richmond
H1112,34,0,NA,NA,2022,Richmond
H1112,39,0,0,0,2022,Richmond
H1112,42,0,0,0,2022,Richmond
H1112,43,32.4,0,32.4,2022,Richmond
H1924,1,NA,NA,NA,2022,Richmond
H1924,4,NA,NA,NA,2022,Richmond
H3288,24,0,0,0,2022,Richmond
H3288,34,0,NA,NA,2022,Richmond
H3288,37,32,12.1,19.9,2022,Richmond
H4141,17,0,0,0,2022,Richmond
H5141,46,0,0,0,2022,Richmond
H5141,47,32.4,0,32.4,2022,Richmond
H5216,142,20,0,20,2022,Richmond
H5216,154,0,0,0,2022,Richmond
H5216,157,0,NA,NA,2022,Richmond
H5216,217,0,NA,NA,2022,Richmond
H5216,280,32.4,0,32.4,2022,Richmond
H5216,282,0,0,0,2022,Richmond
H5216,286,0,NA,NA,2022,Richmond
H5422,8,38,17.5,20.5,2022,Richmond
H5422,11,0,0,0,2022,Richmond
H5422,13,30.5,0,30.5,2022,Richmond
H5422,14,0,NA,NA,2022,Richmond
H6528,6,0,0,0,2022,Richmond
H7728,5,59,2.1,56.9,2022,Richmond
H7728,6,0,0,0,2022,Richmond
R2604,1,49,0,49,2022,Richmond
R2604,5,0,NA,NA,2022,Richmond
R3392,1,0,NA,NA,2022,Richmond
R3392,2,103,47.2,55.8,2022,Richmond
H0111,1,0,0,0,2022,Rockdale
H0111,2,55,31.9,23.1,2022,Rockdale
H0111,3,85,63.7,21.3,2022,Rockdale
H0111,5,0,0,0,2022,Rockdale
H0439,3,0,0,0,2022,Rockdale
H0439,6,25,0,25,2022,Rockdale
H0439,7,0,0,0,2022,Rockdale
H1112,34,0,NA,NA,2022,Rockdale
H1112,38,0,0,0,2022,Rockdale
H1112,42,0,0,0,2022,Rockdale
H1112,43,32.4,0,32.4,2022,Rockdale
H1170,10,20,0,20,2022,Rockdale
H1170,12,0,0,0,2022,Rockdale
H1608,28,49,12.4,36.6,2022,Rockdale
H1924,1,NA,NA,NA,2022,Rockdale
H1924,4,NA,NA,NA,2022,Rockdale
H3288,34,0,NA,NA,2022,Rockdale
H3288,45,0,0,0,2022,Rockdale
H4141,17,0,0,0,2022,Rockdale
H5141,48,0,0,0,2022,Rockdale
H5141,49,32.4,0,32.4,2022,Rockdale
H5216,73,44,0,44,2022,Rockdale
H5216,154,0,0,0,2022,Rockdale
H5216,157,0,NA,NA,2022,Rockdale
H5216,203,0,0,0,2022,Rockdale
H5216,217,0,NA,NA,2022,Rockdale
H5216,280,32.4,0,32.4,2022,Rockdale
H5216,286,0,NA,NA,2022,Rockdale
H5422,8,38,17.5,20.5,2022,Rockdale
H5422,11,0,0,0,2022,Rockdale
H5422,13,30.5,0,30.5,2022,Rockdale
H5422,14,0,NA,NA,2022,Rockdale
H5422,17,0,0,0,2022,Rockdale
H5521,91,0,0,0,2022,Rockdale
H5521,328,0,0,0,2022,Rockdale
H6528,6,0,0,0,2022,Rockdale
H6672,4,0,0,0,2022,Rockdale
H6672,5,19,0,19,2022,Rockdale
H7173,2,0,0,0,2022,Rockdale
H7728,5,59,2.1,56.9,2022,Rockdale
H7728,6,0,0,0,2022,Rockdale
H7728,12,0,0,0,2022,Rockdale
H7849,3,0,0,0,2022,Rockdale
H8145,69,44,0,44,2022,Rockdale
H8748,8,0,0,0,2022,Rockdale
H8748,9,49,8,41,2022,Rockdale
H9589,3,0,0,0,2022,Rockdale
R2604,1,49,0,49,2022,Rockdale
R2604,5,0,NA,NA,2022,Rockdale
R3392,1,0,NA,NA,2022,Rockdale
R3392,2,103,47.2,55.8,2022,Rockdale
H0111,1,0,0,0,2022,Schley
H0111,2,55,31.9,23.1,2022,Schley
H0111,3,85,63.7,21.3,2022,Schley
H0111,5,0,0,0,2022,Schley
H1112,34,0,NA,NA,2022,Schley
H1112,39,0,0,0,2022,Schley
H1112,42,0,0,0,2022,Schley
H1112,43,32.4,0,32.4,2022,Schley
H1924,1,NA,NA,NA,2022,Schley
H1924,4,NA,NA,NA,2022,Schley
H3288,26,0,0,0,2022,Schley
H3288,34,0,NA,NA,2022,Schley
H3288,39,32,0,32,2022,Schley
H4141,17,0,0,0,2022,Schley
H5141,46,0,0,0,2022,Schley
H5141,47,32.4,0,32.4,2022,Schley
H5216,154,0,0,0,2022,Schley
H5216,157,0,NA,NA,2022,Schley
H5216,207,0,0,0,2022,Schley
H5216,217,0,NA,NA,2022,Schley
H5216,284,32.4,0,32.4,2022,Schley
H5216,286,0,NA,NA,2022,Schley
H6528,6,0,0,0,2022,Schley
H6672,4,0,0,0,2022,Schley
H6672,5,19,0,19,2022,Schley
H9589,3,0,0,0,2022,Schley
R2604,1,49,0,49,2022,Schley
R2604,5,0,NA,NA,2022,Schley
R3392,1,0,NA,NA,2022,Schley
R3392,2,103,47.2,55.8,2022,Schley
H0111,1,0,0,0,2022,Screven
H0111,2,55,31.9,23.1,2022,Screven
H0111,3,85,63.7,21.3,2022,Screven
H0111,5,0,0,0,2022,Screven
H1112,34,0,NA,NA,2022,Screven
H1112,39,0,0,0,2022,Screven
H1112,42,0,0,0,2022,Screven
H1112,43,32.4,0,32.4,2022,Screven
H1924,1,NA,NA,NA,2022,Screven
H1924,4,NA,NA,NA,2022,Screven
H3288,24,0,0,0,2022,Screven
H3288,34,0,NA,NA,2022,Screven
H3288,37,32,12.1,19.9,2022,Screven
H5141,46,0,0,0,2022,Screven
H5141,47,32.4,0,32.4,2022,Screven
H5216,142,20,0,20,2022,Screven
H5216,154,0,0,0,2022,Screven
H5216,157,0,NA,NA,2022,Screven
H5216,217,0,NA,NA,2022,Screven
H5216,282,0,0,0,2022,Screven
H5216,284,32.4,0,32.4,2022,Screven
H5216,286,0,NA,NA,2022,Screven
H6528,6,0,0,0,2022,Screven
H6672,4,0,0,0,2022,Screven
H6672,5,19,0,19,2022,Screven
H9589,3,0,0,0,2022,Screven
R2604,1,49,0,49,2022,Screven
R2604,5,0,NA,NA,2022,Screven
R3392,1,0,NA,NA,2022,Screven
R3392,2,103,47.2,55.8,2022,Screven
H0111,1,0,0,0,2022,Seminole
H0111,2,55,31.9,23.1,2022,Seminole
H0111,3,85,63.7,21.3,2022,Seminole
H0111,5,0,0,0,2022,Seminole
H1112,34,0,NA,NA,2022,Seminole
H1112,42,0,0,0,2022,Seminole
H1112,43,32.4,0,32.4,2022,Seminole
H1112,44,0,0,0,2022,Seminole
H1924,1,NA,NA,NA,2022,Seminole
H1924,4,NA,NA,NA,2022,Seminole
H5216,154,0,0,0,2022,Seminole
H5216,157,0,NA,NA,2022,Seminole
H5216,207,0,0,0,2022,Seminole
H5216,217,0,NA,NA,2022,Seminole
H5216,284,32.4,0,32.4,2022,Seminole
H5216,286,0,NA,NA,2022,Seminole
H6528,6,0,0,0,2022,Seminole
R2604,1,49,0,49,2022,Seminole
R2604,5,0,NA,NA,2022,Seminole
R3392,1,0,NA,NA,2022,Seminole
R3392,2,103,47.2,55.8,2022,Seminole
H0111,1,0,0,0,2022,Spalding
H0111,2,55,31.9,23.1,2022,Spalding
H0111,3,85,63.7,21.3,2022,Spalding
H0111,5,0,0,0,2022,Spalding
H0439,3,0,0,0,2022,Spalding
H0439,6,25,0,25,2022,Spalding
H0439,7,0,0,0,2022,Spalding
H1112,34,0,NA,NA,2022,Spalding
H1112,38,0,0,0,2022,Spalding
H1112,42,0,0,0,2022,Spalding
H1112,43,32.4,0,32.4,2022,Spalding
H1170,10,20,0,20,2022,Spalding
H1170,12,0,0,0,2022,Spalding
H1924,1,NA,NA,NA,2022,Spalding
H1924,4,NA,NA,NA,2022,Spalding
H3288,34,0,NA,NA,2022,Spalding
H3288,45,0,0,0,2022,Spalding
H4141,17,0,0,0,2022,Spalding
H5141,46,0,0,0,2022,Spalding
H5141,47,32.4,0,32.4,2022,Spalding
H5216,154,0,0,0,2022,Spalding
H5216,157,0,NA,NA,2022,Spalding
H5216,203,0,0,0,2022,Spalding
H5216,217,0,NA,NA,2022,Spalding
H5216,280,32.4,0,32.4,2022,Spalding
H5216,286,0,NA,NA,2022,Spalding
H5422,11,0,0,0,2022,Spalding
H5422,13,30.5,0,30.5,2022,Spalding
H5422,14,0,NA,NA,2022,Spalding
H5422,17,0,0,0,2022,Spalding
H5521,91,0,0,0,2022,Spalding
H5521,328,0,0,0,2022,Spalding
H5525,24,57,1.6,55.4,2022,Spalding
H6528,6,0,0,0,2022,Spalding
H7173,2,0,0,0,2022,Spalding
H7728,5,59,2.1,56.9,2022,Spalding
H7728,6,0,0,0,2022,Spalding
H7728,12,0,0,0,2022,Spalding
H7849,3,0,0,0,2022,Spalding
H8748,8,0,0,0,2022,Spalding
H8748,9,49,8,41,2022,Spalding
R2604,1,49,0,49,2022,Spalding
R2604,5,0,NA,NA,2022,Spalding
R3392,1,0,NA,NA,2022,Spalding
R3392,2,103,47.2,55.8,2022,Spalding
H0111,1,0,0,0,2022,Stephens
H0111,2,55,31.9,23.1,2022,Stephens
H0111,3,85,63.7,21.3,2022,Stephens
H0111,5,0,0,0,2022,Stephens
H0439,3,20,0,20,2022,Stephens
H0439,6,25,0,25,2022,Stephens
H0439,10,0,0,0,2022,Stephens
H1112,34,0,NA,NA,2022,Stephens
H1112,38,0,0,0,2022,Stephens
H1112,42,0,0,0,2022,Stephens
H1112,43,32.4,0,32.4,2022,Stephens
H1924,1,NA,NA,NA,2022,Stephens
H1924,4,NA,NA,NA,2022,Stephens
H3288,28,0,0,0,2022,Stephens
H3288,34,0,NA,NA,2022,Stephens
H3288,41,32,11.6,20.4,2022,Stephens
H5141,46,0,0,0,2022,Stephens
H5141,47,32.4,0,32.4,2022,Stephens
H5216,142,20,0,20,2022,Stephens
H5216,154,0,0,0,2022,Stephens
H5216,157,0,NA,NA,2022,Stephens
H5216,207,0,0,0,2022,Stephens
H5216,217,0,NA,NA,2022,Stephens
H5216,284,32.4,0,32.4,2022,Stephens
H5216,286,0,NA,NA,2022,Stephens
H5302,19,0,0,0,2022,Stephens
H6528,6,0,0,0,2022,Stephens
H6672,4,0,0,0,2022,Stephens
H6672,5,19,0,19,2022,Stephens
H7849,22,0,0,0,2022,Stephens
H8748,8,0,0,0,2022,Stephens
H8748,9,49,8,41,2022,Stephens
H9589,3,0,0,0,2022,Stephens
R2604,1,49,0,49,2022,Stephens
R2604,5,0,NA,NA,2022,Stephens
R3392,1,0,NA,NA,2022,Stephens
R3392,2,103,47.2,55.8,2022,Stephens
H0111,1,0,0,0,2022,Stewart
H0111,2,55,31.9,23.1,2022,Stewart
H0111,3,85,63.7,21.3,2022,Stewart
H0111,5,0,0,0,2022,Stewart
H1112,34,0,NA,NA,2022,Stewart
H1112,39,0,0,0,2022,Stewart
H1112,42,0,0,0,2022,Stewart
H1112,43,32.4,0,32.4,2022,Stewart
H1924,1,NA,NA,NA,2022,Stewart
H1924,4,NA,NA,NA,2022,Stewart
H3288,26,0,0,0,2022,Stewart
H3288,34,0,NA,NA,2022,Stewart
H3288,39,32,0,32,2022,Stewart
H4141,17,0,0,0,2022,Stewart
H5141,46,0,0,0,2022,Stewart
H5141,47,32.4,0,32.4,2022,Stewart
H5216,142,20,0,20,2022,Stewart
H5216,154,0,0,0,2022,Stewart
H5216,157,0,NA,NA,2022,Stewart
H5216,203,0,0,0,2022,Stewart
H5216,217,0,NA,NA,2022,Stewart
H5216,284,32.4,0,32.4,2022,Stewart
H5216,286,0,NA,NA,2022,Stewart
H6528,6,0,0,0,2022,Stewart
R2604,1,49,0,49,2022,Stewart
R2604,5,0,NA,NA,2022,Stewart
R3392,1,0,NA,NA,2022,Stewart
R3392,2,103,47.2,55.8,2022,Stewart
H1924,1,NA,NA,NA,2022,Sumter
H1924,4,NA,NA,NA,2022,Sumter
H3288,23,0,0,0,2022,Sumter
H3288,34,0,NA,NA,2022,Sumter
H3288,36,32,3.2,28.8,2022,Sumter
H4141,17,0,0,0,2022,Sumter
H5141,46,0,0,0,2022,Sumter
H5141,47,32.4,0,32.4,2022,Sumter
H5216,154,0,0,0,2022,Sumter
H5216,157,0,NA,NA,2022,Sumter
H5216,203,0,0,0,2022,Sumter
H5216,217,0,NA,NA,2022,Sumter
H5216,284,32.4,0,32.4,2022,Sumter
H5216,286,0,NA,NA,2022,Sumter
H6528,6,0,0,0,2022,Sumter
R2604,1,49,0,49,2022,Sumter
R2604,5,0,NA,NA,2022,Sumter
R3392,1,0,NA,NA,2022,Sumter
R3392,2,103,47.2,55.8,2022,Sumter
H0111,1,0,0,0,2022,Talbot
H0111,2,55,31.9,23.1,2022,Talbot
H0111,3,85,63.7,21.3,2022,Talbot
H0111,5,0,0,0,2022,Talbot
H1112,34,0,NA,NA,2022,Talbot
H1112,39,0,0,0,2022,Talbot
H1112,42,0,0,0,2022,Talbot
H1112,43,32.4,0,32.4,2022,Talbot
H1924,1,NA,NA,NA,2022,Talbot
H1924,4,NA,NA,NA,2022,Talbot
H3288,26,0,0,0,2022,Talbot
H3288,34,0,NA,NA,2022,Talbot
H3288,39,32,0,32,2022,Talbot
H4141,17,0,0,0,2022,Talbot
H5141,46,0,0,0,2022,Talbot
H5141,47,32.4,0,32.4,2022,Talbot
H5216,142,20,0,20,2022,Talbot
H5216,154,0,0,0,2022,Talbot
H5216,157,0,NA,NA,2022,Talbot
H5216,203,0,0,0,2022,Talbot
H5216,217,0,NA,NA,2022,Talbot
H5216,284,32.4,0,32.4,2022,Talbot
H5216,286,0,NA,NA,2022,Talbot
H5422,8,38,17.5,20.5,2022,Talbot
H5422,11,0,0,0,2022,Talbot
H5422,13,30.5,0,30.5,2022,Talbot
H5422,14,0,NA,NA,2022,Talbot
H6528,6,0,0,0,2022,Talbot
H6672,4,0,0,0,2022,Talbot
H6672,5,19,0,19,2022,Talbot
H7728,5,59,2.1,56.9,2022,Talbot
H7728,6,0,0,0,2022,Talbot
H8145,69,44,0,44,2022,Talbot
H9589,3,0,0,0,2022,Talbot
R2604,1,49,0,49,2022,Talbot
R2604,5,0,NA,NA,2022,Talbot
R3392,1,0,NA,NA,2022,Talbot
R3392,2,103,47.2,55.8,2022,Talbot
H0111,1,0,0,0,2022,Taliaferro
H0111,2,55,31.9,23.1,2022,Taliaferro
H0111,3,85,63.7,21.3,2022,Taliaferro
H0111,5,0,0,0,2022,Taliaferro
H1112,34,0,NA,NA,2022,Taliaferro
H1112,42,0,0,0,2022,Taliaferro
H1112,43,32.4,0,32.4,2022,Taliaferro
H1924,1,NA,NA,NA,2022,Taliaferro
H1924,4,NA,NA,NA,2022,Taliaferro
H3288,28,0,0,0,2022,Taliaferro
H3288,34,0,NA,NA,2022,Taliaferro
H3288,41,32,11.6,20.4,2022,Taliaferro
H4141,17,0,0,0,2022,Taliaferro
H5141,46,0,0,0,2022,Taliaferro
H5141,47,32.4,0,32.4,2022,Taliaferro
H5216,142,20,0,20,2022,Taliaferro
H5216,154,0,0,0,2022,Taliaferro
H5216,157,0,NA,NA,2022,Taliaferro
H5216,207,0,0,0,2022,Taliaferro
H5216,217,0,NA,NA,2022,Taliaferro
H5216,284,32.4,0,32.4,2022,Taliaferro
H5216,286,0,NA,NA,2022,Taliaferro
H5422,14,0,NA,NA,2022,Taliaferro
H6528,6,0,0,0,2022,Taliaferro
H6672,4,0,0,0,2022,Taliaferro
H6672,5,19,0,19,2022,Taliaferro
H7728,5,59,2.1,56.9,2022,Taliaferro
H7728,6,0,0,0,2022,Taliaferro
H8145,69,44,0,44,2022,Taliaferro
H9589,3,0,0,0,2022,Taliaferro
R2604,1,49,0,49,2022,Taliaferro
R2604,5,0,NA,NA,2022,Taliaferro
R3392,1,0,NA,NA,2022,Taliaferro
R3392,2,103,47.2,55.8,2022,Taliaferro
H0111,1,0,0,0,2022,Tattnall
H0111,2,55,31.9,23.1,2022,Tattnall
H0111,3,85,63.7,21.3,2022,Tattnall
H0111,5,0,0,0,2022,Tattnall
H1112,34,0,NA,NA,2022,Tattnall
H1112,39,0,0,0,2022,Tattnall
H1112,42,0,0,0,2022,Tattnall
H1112,43,32.4,0,32.4,2022,Tattnall
H1924,1,NA,NA,NA,2022,Tattnall
H1924,4,NA,NA,NA,2022,Tattnall
H3288,25,0,0,0,2022,Tattnall
H3288,34,0,NA,NA,2022,Tattnall
H3288,38,32,5.3,26.7,2022,Tattnall
H5141,46,0,0,0,2022,Tattnall
H5141,47,32.4,0,32.4,2022,Tattnall
H5216,154,0,0,0,2022,Tattnall
H5216,157,0,NA,NA,2022,Tattnall
H5216,207,0,0,0,2022,Tattnall
H5216,217,0,NA,NA,2022,Tattnall
H5216,284,32.4,0,32.4,2022,Tattnall
H5216,286,0,NA,NA,2022,Tattnall
H5422,14,0,NA,NA,2022,Tattnall
H5525,24,57,1.6,55.4,2022,Tattnall
H6528,6,0,0,0,2022,Tattnall
H7728,5,59,2.1,56.9,2022,Tattnall
H7728,6,0,0,0,2022,Tattnall
R2604,1,49,0,49,2022,Tattnall
R2604,5,0,NA,NA,2022,Tattnall
R3392,1,0,NA,NA,2022,Tattnall
R3392,2,103,47.2,55.8,2022,Tattnall
H0111,1,0,0,0,2022,Taylor
H0111,2,55,31.9,23.1,2022,Taylor
H0111,3,85,63.7,21.3,2022,Taylor
H0111,5,0,0,0,2022,Taylor
H1112,34,0,NA,NA,2022,Taylor
H1112,39,0,0,0,2022,Taylor
H1112,42,0,0,0,2022,Taylor
H1112,43,32.4,0,32.4,2022,Taylor
H1924,1,NA,NA,NA,2022,Taylor
H1924,4,NA,NA,NA,2022,Taylor
H3288,27,0,0,0,2022,Taylor
H3288,34,0,NA,NA,2022,Taylor
H3288,40,32,2.2,29.8,2022,Taylor
H4141,17,0,0,0,2022,Taylor
H5141,46,0,0,0,2022,Taylor
H5141,47,32.4,0,32.4,2022,Taylor
H5216,154,0,0,0,2022,Taylor
H5216,157,0,NA,NA,2022,Taylor
H5216,207,0,0,0,2022,Taylor
H5216,217,0,NA,NA,2022,Taylor
H5216,284,32.4,0,32.4,2022,Taylor
H5216,286,0,NA,NA,2022,Taylor
H5422,11,0,0,0,2022,Taylor
H5422,13,30.5,0,30.5,2022,Taylor
H5422,14,0,NA,NA,2022,Taylor
H6528,6,0,0,0,2022,Taylor
H6672,4,0,0,0,2022,Taylor
H6672,5,19,0,19,2022,Taylor
H7728,5,59,2.1,56.9,2022,Taylor
H7728,6,0,0,0,2022,Taylor
H8748,8,0,0,0,2022,Taylor
H8748,9,49,8,41,2022,Taylor
H9589,3,0,0,0,2022,Taylor
R2604,1,49,0,49,2022,Taylor
R2604,5,0,NA,NA,2022,Taylor
R3392,1,0,NA,NA,2022,Taylor
R3392,2,103,47.2,55.8,2022,Taylor
H0111,1,0,0,0,2022,Telfair
H0111,2,55,31.9,23.1,2022,Telfair
H0111,3,85,63.7,21.3,2022,Telfair
H0111,5,0,0,0,2022,Telfair
H1112,34,0,NA,NA,2022,Telfair
H1112,42,0,0,0,2022,Telfair
H1112,43,32.4,0,32.4,2022,Telfair
H1112,44,0,0,0,2022,Telfair
H1924,1,NA,NA,NA,2022,Telfair
H1924,4,NA,NA,NA,2022,Telfair
H5141,46,0,0,0,2022,Telfair
H5141,47,32.4,0,32.4,2022,Telfair
H5216,154,0,0,0,2022,Telfair
H5216,157,0,NA,NA,2022,Telfair
H5216,207,0,0,0,2022,Telfair
H5216,217,0,NA,NA,2022,Telfair
H5216,284,32.4,0,32.4,2022,Telfair
H5216,286,0,NA,NA,2022,Telfair
H6528,6,0,0,0,2022,Telfair
H8748,8,0,0,0,2022,Telfair
H8748,9,49,8,41,2022,Telfair
R2604,1,49,0,49,2022,Telfair
R2604,5,0,NA,NA,2022,Telfair
R3392,1,0,NA,NA,2022,Telfair
R3392,2,103,47.2,55.8,2022,Telfair
H1924,1,NA,NA,NA,2022,Terrell
H1924,4,NA,NA,NA,2022,Terrell
H3288,23,0,0,0,2022,Terrell
H3288,34,0,NA,NA,2022,Terrell
H3288,36,32,3.2,28.8,2022,Terrell
H4141,17,0,0,0,2022,Terrell
H5141,46,0,0,0,2022,Terrell
H5141,47,32.4,0,32.4,2022,Terrell
H5216,154,0,0,0,2022,Terrell
H5216,157,0,NA,NA,2022,Terrell
H5216,203,0,0,0,2022,Terrell
H5216,217,0,NA,NA,2022,Terrell
H5216,284,32.4,0,32.4,2022,Terrell
H5216,286,0,NA,NA,2022,Terrell
H6528,6,0,0,0,2022,Terrell
H8145,69,44,0,44,2022,Terrell
R2604,1,49,0,49,2022,Terrell
R2604,5,0,NA,NA,2022,Terrell
R3392,1,0,NA,NA,2022,Terrell
R3392,2,103,47.2,55.8,2022,Terrell
H0111,1,0,0,0,2022,Thomas
H0111,2,55,31.9,23.1,2022,Thomas
H0111,3,85,63.7,21.3,2022,Thomas
H0111,5,0,0,0,2022,Thomas
H1112,34,0,NA,NA,2022,Thomas
H1112,42,0,0,0,2022,Thomas
H1112,43,32.4,0,32.4,2022,Thomas
H1112,44,0,0,0,2022,Thomas
H1924,1,NA,NA,NA,2022,Thomas
H1924,4,NA,NA,NA,2022,Thomas
H5141,46,0,0,0,2022,Thomas
H5141,47,32.4,0,32.4,2022,Thomas
H5216,154,0,0,0,2022,Thomas
H5216,157,0,NA,NA,2022,Thomas
H5216,207,0,0,0,2022,Thomas
H5216,217,0,NA,NA,2022,Thomas
H5216,284,32.4,0,32.4,2022,Thomas
H5216,286,0,NA,NA,2022,Thomas
H6528,6,0,0,0,2022,Thomas
R2604,1,49,0,49,2022,Thomas
R2604,5,0,NA,NA,2022,Thomas
R3392,1,0,NA,NA,2022,Thomas
R3392,2,103,47.2,55.8,2022,Thomas
H0111,1,0,0,0,2022,Tift
H0111,2,55,31.9,23.1,2022,Tift
H0111,3,85,63.7,21.3,2022,Tift
H0111,5,0,0,0,2022,Tift
H1112,34,0,NA,NA,2022,Tift
H1112,42,0,0,0,2022,Tift
H1112,43,32.4,0,32.4,2022,Tift
H1112,44,0,0,0,2022,Tift
H1924,1,NA,NA,NA,2022,Tift
H1924,4,NA,NA,NA,2022,Tift
H3288,31,0,0,0,2022,Tift
H3288,34,0,NA,NA,2022,Tift
H3288,44,32,12.8,19.2,2022,Tift
H5141,46,0,0,0,2022,Tift
H5141,47,32.4,0,32.4,2022,Tift
H5216,154,0,0,0,2022,Tift
H5216,157,0,NA,NA,2022,Tift
H5216,207,0,0,0,2022,Tift
H5216,217,0,NA,NA,2022,Tift
H5216,284,32.4,0,32.4,2022,Tift
H5216,286,0,NA,NA,2022,Tift
H5422,11,0,0,0,2022,Tift
H5422,13,30.5,0,30.5,2022,Tift
H5422,14,0,NA,NA,2022,Tift
H6528,6,0,0,0,2022,Tift
H7728,5,59,2.1,56.9,2022,Tift
H7728,6,0,0,0,2022,Tift
H8145,69,44,0,44,2022,Tift
H8748,8,0,0,0,2022,Tift
H8748,9,49,8,41,2022,Tift
R2604,1,49,0,49,2022,Tift
R2604,5,0,NA,NA,2022,Tift
R3392,1,0,NA,NA,2022,Tift
R3392,2,103,47.2,55.8,2022,Tift
H0111,1,0,0,0,2022,Toombs
H0111,2,55,31.9,23.1,2022,Toombs
H0111,3,85,63.7,21.3,2022,Toombs
H0111,5,0,0,0,2022,Toombs
H1112,34,0,NA,NA,2022,Toombs
H1112,39,0,0,0,2022,Toombs
H1112,42,0,0,0,2022,Toombs
H1112,43,32.4,0,32.4,2022,Toombs
H1924,1,NA,NA,NA,2022,Toombs
H1924,4,NA,NA,NA,2022,Toombs
H3288,25,0,0,0,2022,Toombs
H3288,34,0,NA,NA,2022,Toombs
H3288,38,32,5.3,26.7,2022,Toombs
H5216,154,0,0,0,2022,Toombs
H5216,157,0,NA,NA,2022,Toombs
H5216,207,0,0,0,2022,Toombs
H5216,217,0,NA,NA,2022,Toombs
H5216,284,32.4,0,32.4,2022,Toombs
H5216,286,0,NA,NA,2022,Toombs
H5422,11,0,0,0,2022,Toombs
H5422,13,30.5,0,30.5,2022,Toombs
H5422,14,0,NA,NA,2022,Toombs
H6528,6,0,0,0,2022,Toombs
H7728,5,59,2.1,56.9,2022,Toombs
H7728,6,0,0,0,2022,Toombs
H8748,8,0,0,0,2022,Toombs
H8748,9,49,8,41,2022,Toombs
R2604,1,49,0,49,2022,Toombs
R2604,5,0,NA,NA,2022,Toombs
R3392,1,0,NA,NA,2022,Toombs
R3392,2,103,47.2,55.8,2022,Toombs
H0111,1,0,0,0,2022,Towns
H0111,2,55,31.9,23.1,2022,Towns
H0111,3,85,63.7,21.3,2022,Towns
H0111,5,0,0,0,2022,Towns
H1112,34,0,NA,NA,2022,Towns
H1112,38,0,0,0,2022,Towns
H1112,42,0,0,0,2022,Towns
H1112,43,32.4,0,32.4,2022,Towns
H1924,1,NA,NA,NA,2022,Towns
H1924,4,NA,NA,NA,2022,Towns
H3288,29,0,0,0,2022,Towns
H3288,34,0,NA,NA,2022,Towns
H3288,42,32,5,27,2022,Towns
H5216,142,20,0,20,2022,Towns
H5216,154,0,0,0,2022,Towns
H5216,157,0,NA,NA,2022,Towns
H5216,207,0,0,0,2022,Towns
H5216,217,0,NA,NA,2022,Towns
H5216,284,32.4,0,32.4,2022,Towns
H5216,286,0,NA,NA,2022,Towns
H6528,6,0,0,0,2022,Towns
H8145,69,44,0,44,2022,Towns
H8748,8,0,0,0,2022,Towns
H8748,9,49,8,41,2022,Towns
R2604,1,49,0,49,2022,Towns
R2604,5,0,NA,NA,2022,Towns
R3392,1,0,NA,NA,2022,Towns
R3392,2,103,47.2,55.8,2022,Towns
H0111,1,0,0,0,2022,Treutlen
H0111,2,55,31.9,23.1,2022,Treutlen
H0111,3,85,63.7,21.3,2022,Treutlen
H0111,5,0,0,0,2022,Treutlen
H1112,34,0,NA,NA,2022,Treutlen
H1112,39,0,0,0,2022,Treutlen
H1112,42,0,0,0,2022,Treutlen
H1112,43,32.4,0,32.4,2022,Treutlen
H1924,1,NA,NA,NA,2022,Treutlen
H1924,4,NA,NA,NA,2022,Treutlen
H3288,25,0,0,0,2022,Treutlen
H3288,34,0,NA,NA,2022,Treutlen
H3288,38,32,5.3,26.7,2022,Treutlen
H5141,46,0,0,0,2022,Treutlen
H5141,47,32.4,0,32.4,2022,Treutlen
H5216,154,0,0,0,2022,Treutlen
